VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RateCodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
1,2015-01-29 08:09:00,2015-01-29 09:19:00,1,10.29,-73.913435,40.759869,1,N,-73.90792,40.769508,1,27.12,0.5,0.5,5.38,5.0,0.3,38.8
1,2015-01-09 11:34:00,2015-01-09 13:25:00,1,1.35,-73.96168,40.75772,1,N,-73.947856,40.76542,1,4.61,0.0,0.5,0.25,0.0,0.3,5.66
2,2015-01-26 11:33:00,2015-01-26 12:09:00,3,18.37,-73.921309,40.785756,1,N,-73.917266,40.79398,1,50.25,0.0,0.5,1.68,0.0,0.3,52.73
2,2015-01-04 04:55:00,2015-01-04 06:04:00,3,1.0,-73.978495,40.715446,1,N,-73.98211,40.707895,1,8.95,0.0,0.5,0.65,0.0,0.3,10.4
1,2015-01-12 05:00:00,2015-01-12 05:35:00,3,9.97,-73.937407,40.714055,2,N,-73.955847,40.695294,1,25.2,0.0,0.5,0.12,0.0,0.3,26.12
1,2015-01-15 20:29:00,2015-01-15 21:15:00,6,19.14,-73.91199,40.711614,1,N,-73.892629,40.70315,3,50.99,0.0,0.5,3.93,0.0,0.3,55.72
1,2015-01-04 04:36:00,2015-01-04 06:25:00,3,15.36,-73.953555,40.75417,1,N,-73.96577,40.736476,1,46.73,0.0,0.5,9.03,0.0,0.3,56.56
1,2015-01-19 00:27:00,2015-01-19 01:34:00,5,12.71,-74.003296,40.744404,5,N,-73.99836,40.747179,1,36.67,0.0,0.5,2.9,0.0,0.3,40.37
1,2015-01-17 04:35:00,2015-01-17 04:58:00,4,12.18,-74.004115,40.759301,1,N,-74.002142,40.741611,1,33.99,0.0,0.5,0.23,10.0,0.3,45.02
2,2015-01-19 18:25:00,2015-01-19 19:17:00,6,10.09,-74.008759,40.775462,1,N,-74.01111,40.779692,2,28.26,0.0,0.5,4.1,5.0,0.3,38.16
1,2015-01-27 17:27:00,2015-01-27 18:22:00,1,16.23,-73.947746,40.759141,1,Y,-73.942138,40.751078,1,45.34,0.0,0.5,2.32,0.0,0.3,48.46
2,2015-01-15 13:30:00,2015-01-15 14:54:00,2,1.1,-73.928488,40.792926,1,N,-73.915697,40.786262,2,11.46,0.0,0.5,1.82,10.0,0.3,24.08
1,2015-01-18 07:25:00,2015-01-18 09:22:00,1,1.36,-74.009223,40.700232,1,Y,-73.991739,40.713109,2,6.82,1.0,0.5,0.95,0.0,0.3,9.57
2,2015-01-23 08:33:00,2015-01-23 09:23:00,3,0.98,-73.98636,40.768741,1,N,-73.97845,40.748984,1,5.51,1.0,0.5,0.75,0.0,0.3,8.06
1,2015-01-02 09:59:00,2015-01-02 10:19:00,4,14.35,-73.962609,40.71452,1,N,-73.970908,40.700613,1,42.54,0.0,0.5,4.96,5.0,0.3,53.3
1,2015-01-17 08:29:00,2015-01-17 09:26:00,1,8.61,-74.01596,40.721463,1,N,-74.017802,40.73432,1,29.13,0.0,0.5,3.07,0.0,0.3,33.0
2,2015-01-14 19:52:00,2015-01-14 20:20:00,2,2.84,-73.985204,40.756329,1,N,-73.969924,40.76928,2,16.27,0.0,0.5,1.31,0.0,0.3,18.38
1,2015-01-17 17:31:00,2015-01-17 19:01:00,4,16.87,-73.935163,40.706269,1,N,-73.951087,40.700678,1,42.21,0.5,0.5,2.65,0.0,0.3,46.16
2,2015-01-15 18:12:00,2015-01-15 19:39:00,2,19.3,-73.910807,40.737732,1,N,-73.897037,40.744766,1,49.14,0.0,0.5,8.6,0.0,0.3,58.54
1,2015-01-24 11:10:00,2015-01-24 11:31:00,4,5.74,-73.938867,40.794398,6,N,-73.938924,40.789803,2,19.12,0.0,0.5,0.42,0.0,0.3,20.34
2,2015-01-03 11:40:00,2015-01-03 12:55:00,1,16.53,-73.927892,40.74165,1,N,-73.912686,40.73028,1,49.83,0.0,0.5,2.94,0.0,0.3,53.57
2,2015-01-07 03:17:00,2015-01-07 03:24:00,1,8.21,-73.982125,40.764483,1,N,-73.987413,40.746807,1,27.64,0.0,0.5,1.48,5.0,0.3,34.92
1,2015-01-14 12:36:00,2015-01-14 14:22:00,3,2.93,-73.979519,40.701933,1,N,-73.975713,40.68233,1,11.45,1.0,0.5,1.19,0.0,0.3,14.44
1,2015-01-20 22:27:00,2015-01-20 22:47:00,2,19.53,-73.927249,40.75213,1,N,-73.942441,40.742753,1,50.09,0.0,0.5,7.74,0.0,0.3,58.63
1,2015-01-20 11:15:00,2015-01-20 12:39:00,3,19.5,-73.984024,40.764646,1,N,-73.992378,40.75293,1,57.21,1.0,0.5,8.13,5.0,0.3,72.14
2,2015-01-02 12:14:00,2015-01-02 13:45:00,4,19.81,-73.939403,40.758221,1,N,-73.956379,40.752848,1,51.91,0.0,0.5,1.46,0.0,0.3,54.17
1,2015-01-10 12:18:00,2015-01-10 12:33:00,3,18.18,-73.902202,40.752727,1,N,-73.908708,40.761726,1,47.08,0.0,0.5,6.5,0.0,0.3,54.38
2,2015-01-18 04:19:00,2015-01-18 05:15:00,5,8.61,-73.99237,40.704456,1,N,-73.987534,40.721603,2,24.53,0.0,0.5,0.88,0.0,0.3,26.21
1,2015-01-03 05:28:00,2015-01-03 05:40:00,2,16.95,-73.994898,40.704998,1,N,-73.976473,40.692875,3,52.19,1.0,0.5,7.43,10.0,0.3,71.42
2,2015-01-25 11:10:00,2015-01-25 12:55:00,6,1.93,-73.96756,40.759356,1,N,-73.951245,40.777104,3,11.04,0.0,0.5,2.16,0.0,0.3,14.0
1,2015-01-13 09:07:00,2015-01-13 10:45:00,4,12.99,-73.9338,40.724734,1,N,-73.933844,40.705218,1,39.15,0.0,0.5,7.25,0.0,0.3,47.2
1,2015-01-11 20:23:00,2015-01-11 21:09:00,3,14.71,-73.9814,40.784804,1,N,-73.974902,40.769544,1,37.74,0.0,0.5,6.94,10.0,0.3,55.48
1,2015-01-25 06:48:00,2015-01-25 07:59:00,2,18.41,-73.972905,40.775426,1,N,-73.982865,40.777989,1,55.53,0.0,0.5,2.67,0.0,0.3,59.0
1,2015-01-13 19:51:00,2015-01-13 21:22:00,6,1.26,-73.959285,40.722085,1,N,-73.941267,40.72535,1,3.51,0.0,0.5,0.36,0.0,0.3,4.67
2,2015-01-19 12:59:00,2015-01-19 14:14:00,2,17.9,-73.912709,40.794646,1,N,-73.92453,40.784858,1,48.96,0.0,0.5,0.32,0.0,0.3,50.08
1,2015-01-27 03:57:00,2015-01-27 04:16:00,5,2.35,-73.91446,40.746,1,N,-73.920356,40.758992,1,14.15,0.0,0.5,0.13,0.0,0.3,15.08
1,2015-01-13 04:30:00,2015-01-13 05:27:00,1,8.62,-73.928134,40.700001,3,N,-73.935966,40.692159,1,26.78,0.0,0.5,3.91,10.0,0.3,41.49
1,2015-01-06 18:35:00,2015-01-06 20:30:00,1,12.39,-73.970087,40.775907,1,N,-73.985072,40.769385,6,39.93,0.0,0.5,1.76,0.0,0.3,42.49
2,2015-01-22 20:07:00,2015-01-22 22:04:00,6,15.2,-73.974317,40.741447,1,N,-73.99262,40.73206,1,38.21,0.0,0.5,5.46,0.0,0.3,44.47
2,2015-01-06 16:00:00,2015-01-06 17:07:00,3,18.69,-73.958933,40.736928,1,N,-73.973928,40.750947,1,55.01,0.0,0.5,0.57,0.0,0.3,56.38
1,2015-01-06 05:19:00,2015-01-06 06:15:00,1,15.41,-74.001121,40.711887,1,N,-74.000854,40.707377,2,45.24,0.0,0.5,7.08,0.0,0.3,53.12
1,2015-01-14 00:13:00,2015-01-14 00:51:00,1,14.24,-73.967481,40.723497,2,N,-73.967289,40.732235,2,43.78,0.0,0.5,7.01,0.0,0.3,51.59
2,2015-01-12 15:58:00,2015-01-12 16:45:00,6,6.54,-73.916165,40.715727,1,N,-73.926146,40.720722,1,19.25,0.5,0.5,3.49,0.0,0.3,24.04
1,2015-01-16 07:59:00,2015-01-16 09:40:00,6,6.48,-73.954137,40.728763,1,N,-73.957956,40.711497,2,19.73,0.0,0.5,1.71,0.0,0.3,22.24
1,2015-01-05 01:29:00,2015-01-05 02:20:00,6,15.8,-73.974227,40.798205,1,N,-73.970183,40.817819,1,46.85,1.0,0.5,8.57,0.0,0.3,57.22
2,2015-01-30 09:16:00,2015-01-30 10:26:00,4,8.37,-73.903519,40.71133,1,N,-73.907614,40.701901,1,28.3,0.0,0.5,1.52,0.0,0.3,30.62
1,2015-01-10 05:21:00,2015-01-10 05:51:00,1,1.97,-73.947564,40.707698,1,N,-73.942618,40.713638,1,14.45,0.0,0.5,2.79,0.0,0.3,18.04
1,2015-01-10 08:32:00,2015-01-10 10:12:00,4,5.79,-73.946799,40.731291,1,N,-73.960606,40.74908,2,20.44,1.0,0.5,0.83,0.0,0.3,23.07
1,2015-01-02 12:27:00,2015-01-02 13:36:00,2,5.44,-74.018153,40.758293,1,N,-74.030611,40.765191,4,18.09,0.0,0.5,0.03,0.0,0.3,18.92
1,2015-01-03 19:58:00,2015-01-03 21:27:00,3,5.54,-73.910254,40.743402,1,N,-73.905722,40.74891,1,18.21,0.5,0.5,0.33,0.0,0.3,19.84
2,2015-01-23 14:31:00,2015-01-23 15:27:00,2,4.68,-74.018351,40.724838,1,N,-74.009041,40.729107,1,14.41,0.0,0.5,2.74,5.0,0.3,22.95
1,2015-01-06 18:35:00,2015-01-06 19:38:00,3,8.25,-73.986003,40.778677,1,N,-73.991159,40.795508,1,25.76,0.0,0.5,1.39,0.0,0.3,27.95
2,2015-01-22 04:08:00,2015-01-22 05:34:00,6,12.79,-73.925514,40.745435,1,N,-73.919541,40.762886,1,34.46,0.5,0.5,2.02,0.0,0.3,37.78
1,2015-01-25 12:03:00,2015-01-25 13:33:00,1,10.08,-73.959684,40.705618,1,N,-73.953477,40.696027,1,34.46,0.0,0.5,0.49,0.0,0.3,35.75
2,2015-01-21 17:06:00,2015-01-21 18:17:00,4,2.65,-73.922305,40.768513,1,N,-73.920883,40.762789,1,9.53,0.5,0.5,1.5,0.0,0.3,12.33
1,2015-01-23 04:35:00,2015-01-23 06:29:00,5,18.85,-73.977469,40.750563,1,N,-73.977344,40.738318,2,55.89,0.0,0.5,9.37,5.0,0.3,71.06
2,2015-01-03 21:08:00,2015-01-03 21:41:00,5,14.58,-73.964897,40.741109,1,Y,-73.956148,40.750405,1,40.29,0.0,0.5,0.67,0.0,0.3,41.76
2,2015-01-11 09:50:00,2015-01-11 11:12:00,4,11.85,-74.005421,40.763464,1,N,-74.015671,40.754168,1,30.81,0.5,0.5,3.52,10.0,0.3,45.63
1,2015-01-09 14:32:00,2015-01-09 15:38:00,2,8.53,-73.915424,40.767898,1,N,-73.912407,40.748784,2,28.86,0.0,0.5,2.86,5.0,0.3,37.52
1,2015-01-07 23:25:00,2015-01-07 23:46:00,5,17.97,-73.99525,40.739186,1,N,-73.980957,40.746116,1,46.96,1.0,0.5,2.08,0.0,0.3,50.84
1,2015-01-16 21:27:00,2015-01-16 22:44:00,4,16.52,-73.955721,40.783612,1,N,-73.957669,40.770949,2,49.73,1.0,0.5,4.64,0.0,0.3,56.17
1,2015-01-30 07:17:00,2015-01-30 08:12:00,1,1.32,-73.986294,40.720796,1,N,-73.984471,40.740064,1,8.09,0.0,0.5,1.6,0.0,0.3,10.49
2,2015-01-29 09:28:00,2015-01-29 10:39:00,4,7.76,-73.993587,40.735052,1,N,-73.987317,40.743403,1,20.1,0.0,0.5,2.66,0.0,0.3,23.56
2,2015-01-28 01:55:00,2015-01-28 03:18:00,5,8.81,-74.014161,40.758102,1,N,-74.003821,40.738687,1,27.5,0.5,0.5,2.13,0.0,0.3,30.93
2,2015-01-31 05:28:00,2015-01-31 06:30:00,2,12.14,-73.911013,40.775872,1,N,-73.924754,40.774828,2,36.9,0.0,0.5,1.49,0.0,0.3,39.19
1,2015-01-08 12:58:00,2015-01-08 13:04:00,2,10.39,-73.969018,40.790784,1,N,-73.956145,40.797164,2,27.85,0.0,0.5,3.86,0.0,0.3,32.51
1,2015-01-06 02:29:00,2015-01-06 03:34:00,3,4.22,-73.981059,40.726951,1,N,-73.97458,40.739549,2,17.5,0.5,0.5,0.66,0.0,0.3,19.46
1,2015-01-05 19:11:00,2015-01-05 19:48:00,3,5.56,-73.968118,40.703115,1,N,-73.953794,40.714466,1,14.24,0.0,0.5,1.46,0.0,0.3,16.5
2,2015-01-07 07:12:00,2015-01-07 08:58:00,3,16.35,-74.008681,40.7748,6,N,-73.998753,40.787067,2,47.94,1.0,0.5,2.32,0.0,0.3,52.06
1,2015-01-29 12:48:00,2015-01-29 13:27:00,4,15.78,-74.017309,40.736043,1,N,-74.036734,40.746617,1,45.12,0.5,0.5,0.35,5.0,0.3,51.77
1,2015-01-11 02:02:00,2015-01-11 03:26:00,3,8.12,-73.970222,40.740233,1,N,-73.974653,40.729389,1,20.98,1.0,0.5,3.9,0.0,0.3,26.68
1,2015-01-05 04:50:00,2015-01-05 05:15:00,6,16.19,-73.902266,40.764951,1,N,-73.895274,40.772052,1,47.62,1.0,0.5,1.59,0.0,0.3,51.01
2,2015-01-09 08:53:00,2015-01-09 10:11:00,4,16.3,-73.953437,40.774779,1,N,-73.955321,40.792729,1,44.89,0.0,0.5,0.22,0.0,0.3,45.91
1,2015-01-15 11:39:00,2015-01-15 12:03:00,2,10.03,-73.90469,40.753594,1,N,-73.887837,40.756921,1,29.08,0.0,0.5,0.3,0.0,0.3,30.18
1,2015-01-08 16:19:00,2015-01-08 17:18:00,3,4.62,-73.91405,40.765905,1,N,-73.901945,40.785794,1,20.18,1.0,0.5,2.51,10.0,0.3,34.49
1,2015-01-08 14:30:00,2015-01-08 16:08:00,2,8.99,-74.004648,40.734751,1,N,-74.009224,40.717592,1,26.44,0.0,0.5,2.48,0.0,0.3,29.72
2,2015-01-10 19:14:00,2015-01-10 20:59:00,3,3.74,-73.956414,40.79853,1,N,-73.967114,40.783718,1,10.49,0.0,0.5,1.41,0.0,0.3,12.7
2,2015-01-05 21:03:00,2015-01-05 22:42:00,2,19.74,-73.926784,40.707648,1,N,-73.922095,40.693887,1,52.07,0.5,0.5,3.16,0.0,0.3,56.53
1,2015-01-12 15:59:00,2015-01-12 17:05:00,2,19.69,-73.914951,40.744175,1,N,-73.927322,40.738057,1,53.19,1.0,0.5,7.07,0.0,0.3,62.06
2,2015-01-15 22:38:00,2015-01-15 22:55:00,5,7.74,-73.901266,40.788952,1,N,-73.901939,40.802481,1,21.31,1.0,0.5,1.73,0.0,0.3,24.84
2,2015-01-04 07:12:00,2015-01-04 09:05:00,6,11.57,-73.905827,40.717549,1,N,-73.90372,40.712436,1,34.72,0.0,0.5,3.96,0.0,0.3,39.48
2,2015-01-30 02:27:00,2015-01-30 02:34:00,6,6.07,-73.998059,40.782571,1,N,-73.98615,40.777267,1,24.45,0.0,0.5,4.13,0.0,0.3,29.38
2,2015-01-30 19:24:00,2015-01-30 20:09:00,5,10.68,-73.989682,40.752007,1,N,-74.007542,40.747069,1,32.58,0.0,0.5,3.61,0.0,0.3,36.99
1,2015-01-24 07:49:00,2015-01-24 09:24:00,5,4.55,-74.015193,40.729146,1,N,-74.00477,40.715326,1,13.75,0.0,0.5,1.64,10.0,0.3,26.19
2,2015-01-18 13:29:00,2015-01-18 14:55:00,3,4.49,-73.999515,40.703046,1,N,-73.999121,40.703097,1,14.62,0.0,0.5,1.61,0.0,0.3,17.03
1,2015-01-22 14:00:00,2015-01-22 14:48:00,5,5.13,-74.017003,40.744904,1,N,-74.025761,40.731844,1,13.32,0.5,0.5,1.04,0.0,0.3,15.66
2,2015-01-11 16:32:00,2015-01-11 17:08:00,2,16.78,-73.953225,40.785649,1,N,-73.955981,40.769151,1,51.23,0.0,0.5,3.0,0.0,0.3,55.03
2,2015-01-02 07:18:00,2015-01-02 09:05:00,6,13.73,-73.98814,40.761146,1,N,-73.978578,40.752245,1,37.5,1.0,0.5,0.08,0.0,0.3,39.38
1,2015-01-09 03:54:00,2015-01-09 04:58:00,4,7.13,-73.901187,40.731188,1,N,-73.887804,40.748607,1,18.61,0.0,0.5,3.46,0.0,0.3,22.87
2,2015-01-09 14:15:00,2015-01-09 15:15:00,3,19.38,-73.948574,40.715047,1,N,-73.942098,40.725094,2,52.91,0.0,0.5,9.57,5.0,0.3,68.28
1,2015-01-26 15:48:00,2015-01-26 16:07:00,2,5.36,-73.964513,40.786496,1,N,-73.971958,40.794138,1,20.58,0.0,0.5,0.76,0.0,0.3,22.14
2,2015-01-25 19:48:00,2015-01-25 21:18:00,2,2.78,-73.999199,40.748582,1,N,-73.993909,40.751926,1,13.77,0.0,0.5,0.12,0.0,0.3,14.69
2,2015-01-23 03:26:00,2015-01-23 03:48:00,2,10.7,-74.007298,40.787302,1,N,-74.023988,40.777459,2,33.75,0.0,0.5,0.51,0.0,0.3,35.06
1,2015-01-27 12:37:00,2015-01-27 14:14:00,6,15.78,-73.992847,40.78957,1,N,-73.977923,40.801149,2,46.44,0.0,0.5,2.29,0.0,0.3,49.53
1,2015-01-30 08:38:00,2015-01-30 10:17:00,4,3.31,-73.926154,40.724007,1,N,-73.906577,40.726985,1,9.44,0.0,0.5,1.7,0.0,0.3,11.94
1,2015-01-22 05:34:00,2015-01-22 07:27:00,1,1.51,-73.924728,40.71583,1,N,-73.908213,40.718458,1,9.35,0.0,0.5,1.08,0.0,0.3,11.23
2,2015-01-13 16:30:00,2015-01-13 17:09:00,2,1.99,-74.017989,40.76792,1,N,-74.027998,40.774086,1,9.19,0.0,0.5,1.71,5.0,0.3,16.7
1,2015-01-07 11:54:00,2015-01-07 12:13:00,4,13.4,-73.946464,40.793848,1,N,-73.933119,40.806435,1,34.28,0.0,0.5,1.75,0.0,0.3,36.83
2,2015-01-04 12:05:00,2015-01-04 13:07:00,3,4.73,-73.955466,40.72781,1,N,-73.969215,40.716613,1,14.71,0.5,0.5,0.28,0.0,0.3,16.29
1,2015-01-15 10:30:00,2015-01-15 11:47:00,2,1.48,-73.982434,40.78365,1,N,-73.998779,40.776243,1,8.34,0.5,0.5,0.66,0.0,0.3,10.3
1,2015-01-30 12:22:00,2015-01-30 13:35:00,6,5.12,-74.019033,40.794317,1,N,-74.019672,40.794881,1,13.89,0.0,0.5,0.9,0.0,0.3,15.59
1,2015-01-03 09:10:00,2015-01-03 09:57:00,6,8.21,-73.902597,40.796575,1,N,-73.917301,40.791865,1,27.8,0.0,0.5,4.34,10.0,0.3,42.94
1,2015-01-12 22:13:00,2015-01-12 23:54:00,5,4.36,-73.968282,40.730449,1,N,-73.971594,40.716858,1,11.56,0.0,0.5,1.75,5.0,0.3,19.11
2,2015-01-25 13:57:00,2015-01-25 15:35:00,2,13.4,-74.007971,40.701659,1,Y,-73.994573,40.720647,1,39.53,0.0,0.5,6.87,5.0,0.3,52.2
2,2015-01-10 17:53:00,2015-01-10 19:12:00,6,17.23,-73.9696,40.700969,1,N,-73.979685,40.708877,1,50.39,0.0,0.5,0.06,0.0,0.3,51.25
1,2015-01-27 14:07:00,2015-01-27 14:18:00,6,4.29,-74.004164,40.751318,1,N,-74.011462,40.741694,1,11.66,0.0,0.5,0.45,0.0,0.3,12.91
1,2015-01-15 11:36:00,2015-01-15 12:10:00,5,13.42,-73.98643,40.7332,1,N,-73.978678,40.73531,1,42.27,0.0,0.5,2.51,5.0,0.3,50.58
2,2015-01-29 19:24:00,2015-01-29 20:38:00,4,2.95,-73.978413,40.740772,1,N,-73.966299,40.730632,4,9.08,0.0,0.5,0.61,0.0,0.3,10.49
2,2015-01-09 06:50:00,2015-01-09 07:13:00,4,15.92,-73.942227,40.787512,1,Y,-73.935972,40.788918,1,41.2,0.0,0.5,8.16,0.0,0.3,50.16
1,2015-01-09 09:30:00,2015-01-09 09:41:00,5,7.36,-74.005926,40.716906,1,N,-73.995206,40.714281,1,26.02,0.0,0.5,3.46,0.0,0.3,30.28
2,2015-01-16 13:38:00,2015-01-16 14:13:00,2,11.35,-73.937309,40.782327,1,N,-73.93762,40.770128,1,36.16,0.5,0.5,5.72,0.0,0.3,43.18
1,2015-01-04 11:18:00,2015-01-04 11:48:00,2,19.29,-73.98546,40.709327,1,N,-73.974827,40.689543,1,49.59,0.0,0.5,1.42,0.0,0.3,51.81
2,2015-01-10 09:39:00,2015-01-10 11:20:00,5,4.76,-73.94496,40.774708,1,N,-73.963161,40.784074,1,12.51,0.0,0.5,2.32,0.0,0.3,15.63
1,2015-01-12 08:09:00,2015-01-12 09:49:00,4,9.91,-73.923189,40.784202,1,N,-73.917853,40.796423,1,32.56,0.5,0.5,3.85,0.0,0.3,37.71
2,2015-01-07 23:20:00,2015-01-07 23:34:00,4,2.99,-73.954396,40.783982,1,N,-73.934738,40.793056,2,15.47,1.0,0.5,1.87,0.0,0.3,19.14
1,2015-01-13 03:19:00,2015-01-13 03:41:00,4,15.25,-73.950257,40.725364,1,N,-73.952562,40.707062,1,38.94,1.0,0.5,6.52,0.0,0.3,47.26
2,2015-01-14 14:43:00,2015-01-14 15:04:00,3,13.17,-73.920218,40.79184,1,N,-73.939672,40.784749,1,33.96,0.0,0.5,0.63,5.0,0.3,40.39
1,2015-01-13 19:34:00,2015-01-13 19:43:00,5,11.2,-73.958265,40.708506,1,N,-73.974466,40.701102,1,31.81,0.0,0.5,6.28,0.0,0.3,38.89
1,2015-01-29 21:25:00,2015-01-29 21:45:00,1,16.34,-73.900532,40.758271,1,N,-73.893244,40.750881,1,44.13,0.0,0.5,1.13,0.0,0.3,46.06
1,2015-01-12 19:44:00,2015-01-12 20:08:00,3,10.25,-73.929583,40.787286,1,Y,-73.938202,40.785007,1,32.93,0.5,0.5,1.29,0.0,0.3,35.52
2,2015-01-10 15:50:00,2015-01-10 16:20:00,3,15.54,-73.984231,40.727785,1,N,-73.994881,40.733295,2,45.38,0.0,0.5,4.52,0.0,0.3,50.7
2,2015-01-14 19:37:00,2015-01-14 21:34:00,3,16.29,-73.946363,40.789794,1,N,-73.938346,40.800611,1,46.57,1.0,0.5,4.93,0.0,0.3,53.3
2,2015-01-16 12:24:00,2015-01-16 13:22:00,2,8.22,-73.980238,40.767566,1,N,-73.990203,40.752384,1,28.11,1.0,0.5,2.12,0.0,0.3,32.03
2,2015-01-19 00:35:00,2015-01-19 00:53:00,4,19.96,-74.000569,40.76581,1,N,-73.985238,40.762403,1,54.41,0.0,0.5,4.81,0.0,0.3,60.02
1,2015-01-06 22:24:00,2015-01-07 00:14:00,5,4.35,-73.932341,40.713536,1,N,-73.940446,40.700037,1,12.69,0.0,0.5,1.57,0.0,0.3,15.06
2,2015-01-04 00:06:00,2015-01-04 01:44:00,2,2.77,-73.976363,40.709859,1,N,-73.972652,40.695794,1,9.47,1.0,0.5,1.06,5.0,0.3,17.33
2,2015-01-31 03:36:00,2015-01-31 03:57:00,6,9.66,-73.95716,40.731912,1,N,-73.940529,40.726304,1,29.18,0.0,0.5,3.96,0.0,0.3,33.94
2,2015-01-26 22:25:00,2015-01-27 00:18:00,6,16.13,-73.972704,40.760333,1,N,-73.973453,40.77272,3,45.03,0.0,0.5,8.85,0.0,0.3,54.68
2,2015-01-23 00:42:00,2015-01-23 01:48:00,3,0.97,-73.977815,40.761038,1,N,-73.96773,40.777259,2,3.59,0.0,0.5,0.32,0.0,0.3,4.71
1,2015-01-04 16:33:00,2015-01-04 18:10:00,1,18.74,-74.011827,40.721817,1,N,-73.997175,40.708403,1,51.51,0.0,0.5,4.93,0.0,0.3,57.24
1,2015-01-22 04:22:00,2015-01-22 05:35:00,5,4.92,-73.928357,40.75234,1,N,-73.918665,40.742107,1,18.97,0.0,0.5,3.24,10.0,0.3,33.01
2,2015-01-03 07:07:00,2015-01-03 08:35:00,5,1.0,-73.963068,40.700733,5,N,-73.972744,40.685275,2,8.04,0.5,0.5,1.32,5.0,0.3,15.66
2,2015-01-17 04:43:00,2015-01-17 04:48:00,4,9.36,-73.980353,40.758921,4,N,-73.970083,40.766144,1,27.91,0.0,0.5,3.86,0.0,0.3,32.57
1,2015-01-25 17:12:00,2015-01-25 17:59:00,3,0.58,-73.953432,40.707676,1,N,-73.947313,40.710861,1,8.16,1.0,0.5,0.07,10.0,0.3,20.03
2,2015-01-06 15:23:00,2015-01-06 16:15:00,2,3.81,-74.00623,40.749041,1,N,-74.007226,40.765938,1,10.02,0.0,0.5,0.7,0.0,0.3,11.52
1,2015-01-03 06:52:00,2015-01-03 07:22:00,3,4.88,-73.915083,40.783062,3,N,-73.903117,40.77643,2,16.2,0.0,0.5,1.87,5.0,0.3,23.87
1,2015-01-27 19:48:00,2015-01-27 20:29:00,6,8.61,-73.936954,40.713999,1,N,-73.951545,40.721017,1,27.01,0.0,0.5,0.86,5.0,0.3,33.67
1,2015-01-21 07:20:00,2015-01-21 07:49:00,6,6.41,-73.97091,40.735438,1,N,-73.981158,40.741674,1,23.32,0.0,0.5,1.05,0.0,0.3,25.17
1,2015-01-15 07:50:00,2015-01-15 08:36:00,5,14.14,-73.963237,40.704332,1,N,-73.96271,40.689552,1,38.65,0.0,0.5,7.05,0.0,0.3,46.5
2,2015-01-28 08:01:00,2015-01-28 08:30:00,5,18.21,-73.981715,40.741551,1,N,-73.996571,40.744505,1,47.94,0.0,0.5,6.85,0.0,0.3,55.59
2,2015-01-24 12:34:00,2015-01-24 13:40:00,1,10.14,-73.94295,40.727554,1,N,-73.930614,40.73202,1,26.57,0.0,0.5,1.74,0.0,0.3,29.11
2,2015-01-16 11:39:00,2015-01-16 12:38:00,1,12.08,-73.973832,40.7436,1,N,-73.986959,40.744323,1,36.11,0.0,0.5,2.89,5.0,0.3,44.8
1,2015-01-15 03:39:00,2015-01-15 03:52:00,4,5.69,-73.982944,40.729353,1,N,-73.970635,40.74479,2,17.55,0.0,0.5,2.58,0.0,0.3,20.93
1,2015-01-09 07:02:00,2015-01-09 08:58:00,5,3.18,-73.981631,40.705712,1,N,-73.98498,40.699975,2,7.97,0.0,0.5,0.82,0.0,0.3,9.59
1,2015-01-28 22:38:00,2015-01-28 23:22:00,1,8.03,-73.923549,40.708372,1,N,-73.941371,40.695671,3,23.8,0.0,0.5,3.01,0.0,0.3,27.61
1,2015-01-03 02:17:00,2015-01-03 03:36:00,6,5.03,-73.942574,40.774521,1,N,-73.926204,40.769331,2,16.62,1.0,0.5,2.81,0.0,0.3,21.23
2,2015-01-06 03:06:00,2015-01-06 03:40:00,2,9.98,-73.979291,40.706243,1,N,-73.964272,40.698342,2,26.04,1.0,0.5,3.98,0.0,0.3,31.82
2,2015-01-24 17:22:00,2015-01-24 17:32:00,3,10.26,-73.938095,40.733162,1,N,-73.95101,40.713367,1,32.11,0.0,0.5,4.38,0.0,0.3,37.29
1,2015-01-27 07:50:00,2015-01-27 08:14:00,6,16.16,-73.985267,40.778322,1,N,-73.998513,40.760467,2,50.27,0.0,0.5,8.54,0.0,0.3,59.61
1,2015-01-09 10:41:00,2015-01-09 11:18:00,5,10.47,-73.997297,40.772038,4,N,-73.979942,40.768127,1,32.21,0.5,0.5,5.94,0.0,0.3,39.45
1,2015-01-28 23:51:00,2015-01-29 00:18:00,2,6.86,-73.946559,40.73063,1,N,-73.956607,40.748312,1,17.86,0.5,0.5,1.4,0.0,0.3,20.56
2,2015-01-30 19:48:00,2015-01-30 20:05:00,2,7.47,-73.902907,40.736914,1,N,-73.902686,40.737224,1,22.1,1.0,0.5,1.11,0.0,0.3,25.01
2,2015-01-14 23:29:00,2015-01-15 01:06:00,2,16.44,-73.963842,40.741071,1,N,-73.972768,40.722913,2,50.06,0.0,0.5,7.47,0.0,0.3,58.33
